Unnamed: 0,Unnamed: 1,Unnamed: 2,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,Unnamed: 4
Position,Track Name,Artist,Streams,URL
17,death bed (coffee for your head),Powfu,4446173,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
18,Life Is Good (feat. Drake),Future,4416115,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
19,Circles,Post Malone,4322966,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
20,Sunday Best,Surfaces,4285559,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
21,GOOBA,6ix9ine,4274471,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
22,Intentions (feat. Quavo),Justin Bieber,4080550,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
23,Flex (feat. Juice WRLD),Polo G,4073146,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
24,Chicago Freestyle (feat. Giveon),Drake,3856878,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
25,Stuck with U (with Justin Bieber),Ariana Grande,3841950,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
26,Righteous,Juice WRLD,3823206,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
27,Don't Start Now,Dua Lipa,3751227,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
28,ROXANNE,Arizona Zervas,3680723,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
29,Supalonely,BENEE,3591032,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
30,TKN (feat. Travis Scott),ROSALÍA,3560463,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
31,Falling,Trevor Daniel,3549629,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
32,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3506830,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
33,Break My Heart,Dua Lipa,3398961,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
34,Deep End Freestyle,Sleepy Hallow,3373988,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
35,goosebumps,Travis Scott,3350679,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
36,Say So (feat. Nicki Minaj),Doja Cat,3285821,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
37,HIGHEST IN THE ROOM,Travis Scott,3254699,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
38,Myron,Lil Uzi Vert,3204189,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
39,Be Kind (with Halsey),Marshmello,3200298,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
40,This Is America,Childish Gambino,3186584,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
41,Adore You,Harry Styles,3162394,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
42,Lucid Dreams,Juice WRLD,3152358,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
43,Ballin' (with Roddy Ricch),Mustard,3137829,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
44,hot girl bummer,blackbear,3104581,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
45,Lose Somebody,Kygo,3075156,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
46,Say So,Doja Cat,3025977,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
47,High Fashion (feat. Mustard),Roddy Ricch,3004164,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
48,Play Date,Melanie Martinez,2970236,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
49,SICKO MODE,Travis Scott,2945685,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
50,Stupid Love,Lady Gaga,2939866,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt
51,Someone You Loved,Lewis Capaldi,2921818,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,ily (i love you baby) (feat. Emilee),Surf Mesa,2902981,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
53,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2897891,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
54,911,Lady Gaga,2882777,https://open.spotify.com/track/6qI0MU175Dk2DeoUjlrOpy
55,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty,2872245,https://open.spotify.com/track/0gO3E51A3fqp0ypJ26QbVP
56,Alice,Lady Gaga,2829834,https://open.spotify.com/track/41A89rj3GoMG6ktN37L7PG
57,Turks (with Gunna & ft. Travis Scott),NAV,2815603,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
58,P2,Lil Uzi Vert,2755004,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
59,Robbery,Juice WRLD,2728601,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
60,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,2725720,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs
61,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2702145,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
62,Before You Go,Lewis Capaldi,2692789,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
63,Free Woman,Lady Gaga,2685028,https://open.spotify.com/track/4L6ihclQPu1hqP9r3WNJjQ
64,Godzilla (feat. Juice WRLD),Eminem,2675331,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
65,If the World Was Ending - feat. Julia Michaels,JP Saxe,2625316,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
66,BOP,DaBaby,2604460,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
67,Dance Monkey,Tones And I,2575851,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
68,Solitaires (feat. Travis Scott),Future,2553633,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF
69,Savage,Megan Thee Stallion,2542295,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
70,All Girls Are The Same,Juice WRLD,2452088,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
71,That Way - Bonus Track,Lil Uzi Vert,2375228,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
72,PTSD,G Herbo,2325711,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
73,Fun Tonight,Lady Gaga,2299373,https://open.spotify.com/track/6hyQVqfHFvsJDjcmj4qrHf
74,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,2298977,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
75,Jocelyn Flores,XXXTENTACION,2275260,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
76,everything i wanted,Billie Eilish,2266745,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
77,Hasta Que Dios Diga,Anuel AA,2252861,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
78,In Your Eyes,The Weeknd,2246795,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
79,MIDDLE CHILD,J. Cole,2238603,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
80,Yo Perreo Sola,Bad Bunny,2232620,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
81,Boss Bitch,Doja Cat,2224136,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
82,Plastic Doll,Lady Gaga,2211431,https://open.spotify.com/track/3CidPLqWXqgesJlwYVJZdy
83,Whiskey Glasses,Morgan Wallen,2208697,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
84,Enigma,Lady Gaga,2182194,https://open.spotify.com/track/7JDbfYUHjDzQPFSDh5lzGs
85,Replay,Lady Gaga,2160339,https://open.spotify.com/track/7sKbyYeJnITO1Eh9xd0lKd
86,Chasin' You,Morgan Wallen,2153848,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
87,Go Stupid,Polo G,2140279,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd
88,Need It,Migos,2100252,https://open.spotify.com/track/6mtjo5kIHKlboGE84lf1FJ
89,SAD!,XXXTENTACION,2094095,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
90,COOLER THAN A BITCH (feat. Roddy Ricch),Gunna,2085218,https://open.spotify.com/track/5LHHKZOwV8XW4LJP2C64mw
91,Ransom,Lil Tecca,2072667,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
92,OUT WEST (feat. Young Thug),JACKBOYS,2047234,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
93,Safaera,Bad Bunny,2043521,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
94,Sine From Above (with Elton John),Lady Gaga,2041791,https://open.spotify.com/track/0zzsyWc45eUcSjw4FNHxeN
95,"10,000 Hours (with Justin Bieber)",Dan + Shay,2032988,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
96,Money In The Grave (Drake ft. Rick Ross),Drake,2029654,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
97,Broken Glass,Kygo,2018802,https://open.spotify.com/track/78ldtCaBRJVp2i91B715L0
98,lovely (with Khalid),Billie Eilish,2012310,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
99,Beautiful Crazy,Luke Combs,2004744,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
100,Heartless (feat. Morgan Wallen),Diplo,1996224,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk
101,Split/Whole Time,Lil Yachty,1994814,https://open.spotify.com/track/62hpoPrA3rtfeX1aWONig5
102,bad guy,Billie Eilish,1990504,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
103,WUNNA,Gunna,1981778,https://open.spotify.com/track/0y7Ao3CVJsyKFmqdjutiIF
104,Chromatica II,Lady Gaga,1976941,https://open.spotify.com/track/0oQc0F6KUE7QY7k5TU6bic
105,Emotionally Scarred,Lil Baby,1936918,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm
106,Woah,Lil Baby,1933374,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
107,Babylon,Lady Gaga,1923763,https://open.spotify.com/track/5DttNeiizFqWUON9hZBqTY
108,Be Something (feat. Lil Baby),Polo G,1922750,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS
109,More Than My Hometown,Morgan Wallen,1910645,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa
110,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,1903637,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0
111,XO Tour Llif3,Lil Uzi Vert,1891560,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
112,Memories,Maroon 5,1886592,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
113,Chromatica I,Lady Gaga,1885998,https://open.spotify.com/track/3CGZ7wfk4skmuyQgua1C1K
114,Selfish,Madison Beer,1885478,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
115,SLOW DANCING IN THE DARK,Joji,1880425,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
116,Wow.,Post Malone,1878694,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
117,rockstar (feat. 21 Savage),Post Malone,1873826,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
118,Suge,DaBaby,1873544,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
119,Goodbyes (feat. Young Thug),Post Malone,1866048,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
120,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,1850227,https://open.spotify.com/track/4ejNoyrhgjrioqJbgTNPu3
121,Level of Concern,Twenty One Pilots,1809905,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
122,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1805538,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
123,Magic In The Hamptons (feat. Lil Yachty),Social House,1800630,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
124,July,Noah Cyrus,1799678,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
125,Armed And Dangerous,Juice WRLD,1799638,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
126,Sum 2 Prove,Lil Baby,1797221,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
127,I Hope,Gabby Barrett,1792840,https://open.spotify.com/track/2Hc4t9N2nt37oO4sF9BynI
128,I Fall Apart,Post Malone,1782944,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
129,Broke In A Minute,Tory Lanez,1781874,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
130,Truth Hurts,Lizzo,1778354,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
131,Heartless,The Weeknd,1763711,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
132,when the party's over,Billie Eilish,1760487,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
133,Pop Out (feat. Lil Tjay),Polo G,1752114,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
134,Pain 1993 (with Playboi Carti),Drake,1728693,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
135,Murder On My Mind,YNW Melly,1727091,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
136,1000 Doves,Lady Gaga,1726595,https://open.spotify.com/track/62hTXlVQacy3pjBW4ntRPl
137,Heart On Ice,Rod Wave,1712674,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
138,No Idea,Don Toliver,1708816,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
139,Suicidal,YNW Melly,1705982,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
140,Fuck Love (feat. Trippie Redd),XXXTENTACION,1704846,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
141,SUGAR,BROCKHAMPTON,1701219,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
142,Higher Love,Kygo,1694807,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
143,The Less I Know The Better,Tame Impala,1683784,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
144,Beer Can’t Fix,Thomas Rhett,1682250,https://open.spotify.com/track/7idmHTAQQPUFqdjXkoooXD
145,Does To Me (feat. Eric Church),Luke Combs,1674678,https://open.spotify.com/track/0nGXi46VcQQ56ZJR428MKS
146,Know Your Worth,Khalid,1662854,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
147,F.N,Lil Tjay,1661679,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
148,VIBEZ,DaBaby,1659081,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
149,Congratulations,Post Malone,1647798,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
150,EARFQUAKE,"Tyler, The Creator",1640341,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
151,No Guidance (feat. Drake),Chris Brown,1638562,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
152,Tongue Tied,Grouplove,1624653,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
153,223's (feat. 9lokknine),YNW Melly,1620411,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
154,Moonlight,XXXTENTACION,1620061,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
155,One Of Them Girls,Lee Brice,1619124,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa
156,Lean Wit Me,Juice WRLD,1615336,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
157,Going Bad (feat. Drake),Meek Mill,1608912,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
158,JUMP (feat. YoungBoy Never Broke Again),DaBaby,1602429,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq
159,Falling,Harry Styles,1599514,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
160,Better Now,Post Malone,1596883,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
161,FIND MY WAY,DaBaby,1590761,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor
162,Daisies,Katy Perry,1589848,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
163,BELIEVE IT,PARTYNEXTDOOR,1589163,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
164,Señorita,Shawn Mendes,1584669,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
165,Breaking Me,Topic,1574522,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
166,Commercial (feat. Lil Uzi Vert),Lil Baby,1570474,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA
167,Camelot,NLE Choppa,1569124,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
168,When It Rains It Pours,Luke Combs,1561511,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
169,No Role Modelz,J. Cole,1560361,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
170,This City,Sam Fischer,1558094,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
171,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1549327,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
172,Hate Me (with Juice WRLD),Ellie Goulding,1537341,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
173,Maniac,Conan Gray,1530846,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
174,Like That (feat. Gucci Mane),Doja Cat,1522547,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
175,CITY OF ANGELS,24kGoldn,1519117,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
176,IDK You Yet,Alexander 23,1516430,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
177,Legends,Juice WRLD,1514707,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
178,7 rings,Ariana Grande,1510435,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
179,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,1508207,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
180,HUMBLE.,Kendrick Lamar,1506047,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
181,Out Of Love (feat. Internet Money),Lil Tecca,1497533,https://open.spotify.com/track/7rTzrRdc5UbvLr0gwI1J3E
182,Six Feet Apart,Luke Combs,1497177,https://open.spotify.com/track/5v6gozUHFv9OoNdFYz6p8V
183,Go Crazy,Chris Brown,1492600,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
184,Speechless,Dan + Shay,1490961,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
185,One Man Band,Old Dominion,1486362,https://open.spotify.com/track/4d06WHb42InzAePn3rarVx
186,Are You Bored Yet? (feat. Clairo),Wallows,1483949,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
187,Without Me,Halsey,1476362,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
188,Body Like A Back Road,Sam Hunt,1472861,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY
189,Tequila,Dan + Shay,1472096,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
190,a lot,21 Savage,1471553,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
191,Dior,Pop Smoke,1471290,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
192,Temperature Rising,Tory Lanez,1471231,https://open.spotify.com/track/1miln1rdxYSBD0NOeIQeJG
193,21,Polo G,1469734,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
194,The London (feat. J. Cole & Travis Scott),Young Thug,1463873,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
195,Enemies (feat. DaBaby),Post Malone,1460970,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
196,Happier,Marshmello,1459695,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
197,Skechers,DripReport,1459467,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
198,Captain Hook,Megan Thee Stallion,1459113,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI
199,Hurricane,Luke Combs,1452818,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
200,Baby (Lil Baby feat. DaBaby),Quality Control,1452310,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
Position,Track Name,Artist,Streams,URL
1,ROCKSTAR (feat. Roddy Ricch),DaBaby,11215442,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,Party Girl,StaySolidRocky,7817373,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
3,Blueberry Faygo,Lil Mosey,7083891,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
4,THE SCOTTS,THE SCOTTS,6869432,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
5,Blinding Lights,The Weeknd,6798177,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,Toosie Slide,Drake,5970667,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
7,The Box,Roddy Ricch,5905090,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
8,WHATS POPPIN,Jack Harlow,5885083,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
9,Rain On Me (with Ariana Grande),Lady Gaga,5770527,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
10,Savage Remix (feat. Beyoncé),Megan Thee Stallion,5255486,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
11,Watermelon Sugar,Harry Styles,5112178,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
12,Roses - Imanbek Remix,SAINt JHN,5069601,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
13,After Party,Don Toliver,4976232,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
14,Walk Em Down (feat. Roddy Ricch),NLE Choppa,4687007,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
15,death bed (coffee for your head),Powfu,4310587,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
16,Life Is Good (feat. Drake),Future,4298600,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
17,Sunday Best,Surfaces,4225630,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
18,Chicago Freestyle (feat. Giveon),Drake,4181140,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
19,Intentions (feat. Quavo),Justin Bieber,4046941,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
20,Circles,Post Malone,4018989,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
21,GOOBA,6ix9ine,3844976,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
22,Deep End Freestyle,Sleepy Hallow,3762026,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
23,Don't Start Now,Dua Lipa,3694815,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
24,ROXANNE,Arizona Zervas,3627443,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
25,Righteous,Juice WRLD,3622555,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3610549,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
27,Flex (feat. Juice WRLD),Polo G,3592188,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
28,Falling,Trevor Daniel,3509228,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
29,Supalonely,BENEE,3508000,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
30,Stuck with U (with Justin Bieber),Ariana Grande,3460671,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
31,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,3338913,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
32,goosebumps,Travis Scott,3323414,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
33,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3302808,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
34,Adore You,Harry Styles,3290569,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
35,HIGHEST IN THE ROOM,Travis Scott,3274420,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
36,Lucid Dreams,Juice WRLD,3254019,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
37,hot girl bummer,blackbear,3221847,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
38,Ballin' (with Roddy Ricch),Mustard,3201536,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
39,Break My Heart,Dua Lipa,3198083,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
40,Myron,Lil Uzi Vert,3160916,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
41,Sour Candy (with BLACKPINK),Lady Gaga,3134748,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
42,High Fashion (feat. Mustard),Roddy Ricch,3051658,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
43,Someone You Loved,Lewis Capaldi,3034139,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
44,Be Kind (with Halsey),Marshmello,3015863,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
45,Say So,Doja Cat,2969553,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
46,Turks (with Gunna & ft. Travis Scott),NAV,2946360,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
47,SICKO MODE,Travis Scott,2938121,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
48,Robbery,Juice WRLD,2835225,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
49,ily (i love you baby) (feat. Emilee),Surf Mesa,2829114,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
50,P2,Lil Uzi Vert,2800745,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
51,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2781854,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
52,Play Date,Melanie Martinez,2758494,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
53,Before You Go,Lewis Capaldi,2710866,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
54,BOP,DaBaby,2631530,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
55,Godzilla (feat. Juice WRLD),Eminem,2621949,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
56,Say So (feat. Nicki Minaj),Doja Cat,2611984,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
57,TKN (feat. Travis Scott),ROSALÍA,2589677,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
